Termo,Título,Resumo,Palavras-chave,URL artigo
educação na pandemia,Narrativas de uma professora de bebês: a busca por réplicas das infâncias em tempos pandêmicos,"O presente artigo objetiva revelar como as réplicas dos outros compõem e ampliam as narrativas de uma professora de bebês e, ainda, como essas réplicas apareceram nessas narrativas no contexto de atendimento não presencial e assíncrono devido à pandemia de covid-19. A metodologia narrativa de pesquisa em educação, em diálogo com os aportes da filosofia bakhtiniana, foi a utilizada para interpretar as réplicas materializadas nas narrativas e a maneira como a professora reorganizava seu trabalho a partir delas. Revelou-se que, enquanto as narrativas eram referentes ao trabalho presencial, as réplicas dos bebês apareciam a partir do acabamento provisório que a professora produzia do vivido com eles; já, nas narrativas que tratavam do trabalho não presencial, as réplicas eram os acabamentos produzidos pelas famílias, a partir do vivido na relação com os bebês. Em ambas as situações, a professora buscou reorganizar o trabalho na relação com as réplicas de seus outros.",Educação infantil; Bebês; Narrativas pedagógicas; Réplica; Pandemia de covid-19,https://www.scielo.br/j/bak/a/kf3R5vpssvNmgKtR4GnQ7tR/?lang=pt
educação na pandemia,Quem trabalhou remotamente no Brasil? Desigualdades evidenciadas pela pandemia,"Existe certo consenso de que a pandemia pode ampliar desigualdades preexistentes no mercado de trabalho e que uma questão essencial são as possibilidades desiguais de trabalhar remotamente. Este estudo avalia as desigualdades no trabalho remoto no Brasil por meio de análises descritivas e modelos Probit aplicados aos microdados da PNAD COVID-19. Constatamos que os trabalhadores que menos trabalharam remotamente foram os mais pobres, homens, residentes rurais, não brancos, mais jovens, sem ensino superior, autônomos ou assalariados sem carteira de trabalho assinada e trabalhadores agrícolas. Uma parte importante disso decorre de diferenças na seleção nas ocupações; mas, algumas variáveis mantiveram efeitos independentes importantes, principalmente a educação superior e a renda do trabalho. Logo, quanto à possibilidade de trabalho remoto, a pandemia teve efeito de ampliar desigualdades existentes, favorecendo os trabalhadores mais ricos, escolarizados e formalizados e impondo aos demais a necessidade de escolha entre emprego e renda e risco de contágio.",COVID-19; desigualdades; mercado de trabalho; pandemia; trabalho remoto,https://www.scielo.br/j/neco/a/g3qLbLwhF8jKBhQNyx7GhGx/?lang=en
educação na pandemia,"Proposta investigativa sobre os impactos educativos e sociais da Rota Bioceânica no território indígena Kadiwéu em Porto Murtinho, Brasil","Este artigo visa apresentar a organização das etapas da pesquisa interinstitucional “Os impactos sociais da Rota Bioceânica nos territórios indígenas Kadiwéu e Ayoreos, Brasil/Paraguai”, vinculada ao eixo populações indígenas e vulnerabilidades sociais do grupo de trabalho Impactos sociais, desenvolvido em parceria com as Universidades da Rota de Integração Latino-Americana (UniRila). Para tanto, apresenta a contextualização geográfica e histórica da proposta, bem como aspectos gerais dos povos originários Kadiwéu, Kinikinau e Terena que residem na reserva Kadiwéu, conhecida como Campo dos Índios, em Porto Murtinho, em Mato Grosso do Sul, Brasil. Em tempos de pandemia da covid-19, os dados revelam que o roteiro do diagnóstico adaptado a partir do documento utilizado pelo Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP) para o censo escolar pode identificar as concepções desses povos originários sobre os impactos educativos, sociais, culturais e econômicos diante da construção do Corredor Rodoviário Bioceânico que passará pelo Brasil, Paraguai, Argentina e Chile.",educação escolar indígena; cultura indígena; Corredor Rodoviário Bioceânico; indígenas,https://www.scielo.br/j/inter/a/nMrGwxjrxwYYqcBzwpGcC6n/?lang=es
educação na pandemia,Modelo curricular formativo e integrativo na Odontologia: uma análise do ensino da Biossegurança,"As medidas de Biossegurança para prevenção e proteção contra os riscos ocupacionais na Odontologia são aprendidas durante o período de graduação. A importância de tais medidas ficou evidente na pandemia de COVID-19. Esta pesquisa transversal, exploratória e descritiva objetivou analisar a Biossegurança como componente curricular das faculdades de Odontologia brasileiras. População de estudo composta por coordenadores de cursos de graduação em Odontologia do Brasil. Coleta de dados por meio de um questionário online, entre novembro/2019 e fevereiro/2020. Os resultados foram analisados de forma descritiva e agregada. Dos 68 cursos respondentes, em 43 havia disciplina específica para Biossegurança, todas obrigatórias, 5 teóricas e 38 teórico-práticas. Principais motivos para existência da disciplina específica: importante para a formação/exercício profissional; estabelecimento de boas práticas de trabalho; apresentar conceitos/normas. Principal motivo para não haver disciplina específica: adoção de currículo integrado/interdisciplinar. Conteúdo programático mais extenso nos cursos com disciplina específica, com predomínio de tópicos relacionados a prevenção e controle de infecção em ambos os grupos. Entre as referências bibliográficas adotadas, houve predominância de livros-texto e de manuscritos produzidos por instituições governamentais brasileiras, com a maioria dos cursos informando revisarem rotineiramente as referências. Identificaram-se 28 nomenclaturas para a disciplina, ofertada principalmente nos períodos iniciais do curso e como pré-requisito para outras disciplinas. Considera-se ideal que no currículo dos cursos de graduação em Odontologia conste uma disciplina específica para Biossegurança, obrigatória, no primeiro ano e com reforço do tema ao longo do curso, principalmente nas disciplinas com atividades práticas. Sugerem-se alguns tópicos sobre Biossegurança para o conteúdo curricular.",Currículo; Educação em Odontologia; Cirurgião-dentista,https://www.scielo.br/j/aval/a/jDdt88wNRrdG8XmcgDQRbkg/?lang=pt
educação na pandemia,Educação durante e depois da pandemia,"A Educação durante o período da pandemia da Covid-19 frequentemente recebeu tratamento improvisado e irrealista, por isso cumpre desde já planejar o período pós-pandêmico. Conforme a análise da literatura e da documentação, escancararam-se as fraturas sociais, inter e intranacionais existentes, detectadas pelas teorias. Além da Covid-19, geraram-se crises dentro da crise, como o empobrecimento e a violência. As perdas tendem a ser gerais, porém os menos favorecidos foram os mais prejudicados. Cumpre não repetir os erros nem restaurar o passado sem mudanças, pois as circunstâncias são outras. Além do déficit de aprendizagem, é preciso recuperar a Educação em suas diversas finalidades. Para tanto, cabe apoiar educadoras.es, estudantes e famílias, enfocando os menos privilegiados, com a participação das forças vivas da comunidade e da sociedade.",Desigualdades Educacionais; Pandemia; Saúde e Educação; Desenvolvimento da Pessoa Humana; Família,https://www.scielo.br/j/ensaio/a/qKJf3GyW4GFf7dVBRvBhXys/?lang=en
educação na pandemia,PSICÓLOGOS E PSICODRAMATISTAS NA EDUCAÇÃO: PROJETO EM FORMATO ON-LINE DESENVOLVIDO NA PANDEMIA,"Este artigo apresenta o projeto socionômico Ouvindo a Escola e seus desdobramentos, um conjunto de práticas sociopsicodramáticas realizadas durante o ano de 2020, gerado em modo remoto e em tempos de pandemia. Iniciamos fazendo um breve histórico da Psicologia Educacional e seguimos apontando a Pedagogia Psicodramática como perspectiva transformadora no campo socioeducativo. O projeto envolveu 11 psicodramatistas, 39 professores e 15 funcionários, trabalhadores de escolas da rede pública de ensino. Pretendemos dar visibilidade a práticas referenciadas que possam contribuir para a Psicologia Escolar Crítica no âmbito da educação pública, em tempos de isolamento social.",Psicologia; Educação; Psicodrama; Pandemia,https://www.scielo.br/j/psicodrama/a/5rjFvnJjgfvBtSn3wXRsCcL/?lang=pt
educação na pandemia,No desligar das câmeras: experiências de estudantes de ensino superior com o ensino remoto no contexto da Covid-19,"Este artigo apresenta os movimentos iniciais de uma pesquisa etnográfica realizada com estudantes de ensino superior sobre suas experiências com o ensino remoto em 2020. Após a suspensão das atividades presenciais na pandemia, professores e estudantes se viram imersos em desafios decorrentes de um afrouxamento dos vínculos que sustentam a relação ensino-aprendizagem. Dessa forma, busca-se compreender como estudantes percebem e significam suas experiências com o ensino remoto, considerando-se as condições materiais para tanto e a rede de atores e agências que passam a determinar essas experiências no espaço doméstico. Assim, este estudo se volta para a dimensão vivencial das tecnologias digitais, considerando-se sua ubiquidade na vida contemporânea. Pretende-se, por fim, contribuir para a concepção de projetos educacionais que transcendam a instrumentalização tecnológica e se alinhem às gramáticas interativas mais significativas das socialidades contemporâneas, marcadas pela pervasividade das tecnologias digitais.",Pandemia; Ensino remoto emergencial; Etnografia; Educação Superior; Joinville,https://www.scielo.br/j/civitas/a/sh4bXpyhyNmPgSH4snCTrKx/?lang=pt
educação na pandemia,"Direito ou privilégio? Desigualdades digitais, pandemia e os desafios de uma escola pública","O artigo discute alguns dos impactos na educação durante a pandemia de COVID-19 no Brasil em 2020, focalizando a questão do acesso às atividades online por estudantes do ensino básico. O texto está dividido em duas partes: na primeira, debate-se a transferência do ensino presencial para o ensino remoto, tendo como eixo desigualdades digitais, privilégios sociais e direito à educação; na segunda, é analisado o caso da Escola de Aplicação da Faculdade de Educação da Universidade de São Paulo, em São Paulo (SP), com base nas experiências e nos desafios enfrentados na transferência para o ensino remoto. O artigo aponta para a insuficiência de políticas públicas educacionais no período, que não garantiram a conectividade e o direito à educação no país em meio à crise.",Educação; Ensino Remoto; Pandemia; Desigualdades Digitais,https://www.scielo.br/j/eh/a/SGqJ6b5C4m44vh8R5hPV78m/?lang=pt
educação na pandemia,Uso da telemedicina pelos neurologistas antes e durante a pandemia de COVID-19,"Antecedentes:
Considerando a Emergência em Saúde Pública de Importância Nacional em decorrência da infecção pelo coronavírus, o governo federal brasileiro temporariamente regulamentou o uso da telemedicina diretamente entre médico e paciente, para consulta, monitorização e diagnóstico. Há mais de uma década os neurologistas reconhecem os benefícios da telemedicina no tratamento do AVC agudo. Entretanto, como o uso da telemedicina no país era restrito até a pandemia da COVID-19, a magnitude do envolvimento dos neurologistas brasileiros com a telemedicina não é conhecida.

Métodos:
Todos os membros da Academia Brasileira de Neurologia foram convidados por e-mail a responder voluntariamente um questionário sobre seu envolvimento pessoal com telemedicina antes e durante a pandemia.

Resultados:
162 neurologistas, representando todas as regiões do Brasil, responderam o questionário. A pesquisa mostrou que 18,5% dos respondedores trabalhavam com telemedicina antes da pandemia da COVID-19, enquanto 63,6% afirmaram trabalhar com telemedicina durante a pandemia. As principais modalidades de telemedicina utilizadas durante a pandemia são a teleorientação e a teleconsulta.

Discussão:
De acordo com esses resultados, a pandemia da COVID-19 influenciou profundamente o comportamento dos neurologistas brasileiros, que passaram a demonstrar uma ideia mais favorável sobre telemedicina, e determinou uma busca ativa de informações sobre teleneurologia. Há necessidade de maior capacitação nesta área em nosso país. Universidades e sociedades médicas devem se esforçar para melhorar a educação em telemedicina. A expansão do uso da teleneurologia com alta qualidade contribuirá para um melhor cuidado dos pacientes com doenças neurológicas no Brasil.",Telemedicina; Neurologia; COVID-19; Teleneurologia; Teleconsulta,https://www.scielo.br/j/anp/a/PhpYvSFv9G98gBk39LSk9dM/?lang=en
educação na pandemia,Universidades federais na pandemia da Covid-19: acesso discente à internet e ensino remoto emergencial,"Discute-se a paralisação das atividades de Ensino nas universidades federais brasileiras quando da eclosão da pandemia da Covid-19 e em que medida a falta de acesso à internet interditaria a retomada dessas atividades de forma remota. Abordam-se estratégias político-educacionais de enfrentamento à pandemia confluentes às recomendações da OMS. Analisam-se as respostas imediatas das universidades quando as atividades presenciais precisaram ser suspensas. Apresentam-se dados da Pnad-Contínua, do IBGE, que dimensionam o tamanho do problema de acesso à internet entre estudantes da Educação Superior. Dado que 98% estão conectados, urge viabilizar internet e letramento digital aos 2% sem acesso. Não transparecem, todavia, justificativas consistentes para prolongar a interrupção das atividades de Ensino-aprendizagem. O Ensino remoto emergencial surge como caminho imediato em meio à pandemia, mas são as metodologias de Ensino híbrido que tendem a se consolidar no mundo pós-pandemia – o que, cedo ou tarde, exigirá das universidades federais brasileiras novas atitudes e estratégias.",Educação Superior; Acesso à Internet; Ensino Híbrido; Covid-19,https://www.scielo.br/j/ensaio/a/53yPKgh7jK4sT8FGsYGn7cg/?lang=pt
educação na pandemia,Resiliência ao lidar com a COVID-19: perspectiva universitária em uma região brasileira de saúde de baixa renda,"A pandemia da COVID-19 destaca a necessidade de reconstruir sistemas de saúde resilientes com maior acesso a serviços de saúde de qualidade. A capacidade de reação para alterar a demanda é crucial. A resiliência é relevante porque todos os países têm comunidades vulneráveis. Poder-se-ia aprofundar o argumento, usando como exemplo a resiliência particularmente presente na agenda de reuniões da Organização Mundial da Saúde. Mais necessário do que nunca, é fazer um balanço das lições aprendidas. As partes interessadas precisam trabalhar juntas para acelerar o progresso em direção ao acesso universal a informações essenciais de saúde por meio da flexibilidade. Em relação aos grandes desafios societais, que têm uma dimensão local, as universidades têm um papel fundamental a desempenhar na criação de conhecimento de produtos e serviços inovadores. A necessidade de dados oportunos, precisos e confiáveis sobre o Vale do Jequitinhonha no sistema de saúde é indiscutivelmente vencida por uma infraestrutura de vigilância e de relatórios em tempo real, orientada por tecnologia, para responder de maneira eficaz a emergências de saúde pública. A resiliência do sistema de saúde é um dos focos na estrutura da região de baixa renda e é uma estratégia universitária indispensável para gerenciar os riscos à saúde de idosos e de pacientes com doenças crônicas. A COVID-19 pode causar perturbações nos sistemas de saúde. Interrupções na infraestrutura de serviços de saúde podem resultar em perda de vidas, impacto econômico negativo e danos às comunidades. Ações focadas incluem o investimento na Atenção Primária à Saúde (APS), que abrange cuidados básicos de saúde preventivos, promotores e curativos para melhorar o estado de saúde das pessoas, reduzindo as taxas de morbimortalidade. Dado o papel fundamental de tais informações para a saúde, a universidade localizada em uma região de saúde de baixa renda tem um papel fundamental. As reflexões e os fragmentos de evidência mostrados durante este ensaio podem servir de marco para as políticas de saúde na realidade pós-pandêmica e na atuação da universidade na população.",Resiliência; COVID-19; Educação Médica; Educação Superior; Atenção Primária à Saúde,https://www.scielo.br/j/ensaio/a/tGwcK3sZycSc9CxzRm6jwsn/?lang=en
educação na pandemia,Educação Permanente Digital e Instituições de Ensino Superior: potenciais e desafios multiculturais em período de pandemia,"O artigo objetiva discutir a aprendizagem digital para a Educação ao longo da vida em nível universitário no Brasil, tomado como estudo de caso. Apresenta conceitos de aprendizagem digital em abordagens multiculturais dentro de paradigmas ao longo da vida. Em seguida, contextualiza políticas educacionais na área, focalizando, particularmente, o papel da Universidade Aberta no Brasil. Por fim, discute a aprendizagem digital no contexto do início da pandemia da COVID-19 no Brasil. Analisa desafios que podem comprometer um potencial multicultural nas políticas educacionais, principalmente, com foco nas diretrizes políticas do governo, discutindo respostas de associações universitárias e de uma universidade pública. Conclui, apresentando possíveis caminhos para reflexões e contribuições futuras na área.",Aprendizagem Digital; Aprendizagem ao Longo da Vida; Ensino Superior; COVID-19; Perspectivas Multiculturais; Políticas Educacionais; Brasil,https://www.scielo.br/j/ensaio/a/Vg6JjVrybF59WxL3sRwgzhq/?lang=en
educação na pandemia,Análise da produção científica sobre os serviços farmacêuticos comunitários no enfrentamento da pandemia pelo coronavírus,"Esta revisão buscou sintetizar as práticas em serviços farmacêuticos relacionadas ao gerenciamento e às atividades clínicas em distintos contextos para a prevenção e a assistência durante a epidemia da Covid-19. Trata-se de uma revisão da literatura sobre políticas públicas de saúde para a reorganização da assistência farmacêutica em países atingidos pela Covid-19 realizada nas bases de dados Web of Science, Science Direct e Biblioteca Virtual em Saúde. Foram selecionados 9 artigos, sendo todos publicados em 2020. Destes, 90% foram publicados pelo periódico ‘Research in Social an Administrative Pharmacy’ e tiveram como local de realização de estudo países de três continentes. Foram relatadas e debatidas experiências sobre a atuação do profissional farmacêutico e o papel da farmácia comunitária no contexto da pandemia da Covid-19, e sobre a reorganização destes serviços, evidenciadas no contexto de crise, tanto no que tange à oferta de serviços quanto ao próprio espraiamento da doença. O modelo adotado pelos países para o enfrentamento da Covid-19, no âmbito dos serviços farmacêuticos comunitários, baseou-se em atividades para a garantia da qualidade e logística de insumos e medicamentos, triagem e monitoramento de pacientes, acompanhamento farmacoterapêutico, educação em saúde e informações sobre o uso de medicamentos.",Assistência farmacêutica; Serviços comunitários de farmácia; Infecções por coronavírus; Acesso universal aos serviços de saúde,https://www.scielo.br/j/sdeb/a/FPGtbrv43dmXs4yPb8W5J4g/?lang=pt
educação na pandemia,Gestão da força de trabalho em saúde e COVID-19: desinformação e ausência de Políticas Públicas no Brasil,"Objetivou-se evidenciar as estratégias implementadas no Brasil quanto à força de trabalho em saúde no contexto da pandemia da COVID-19 e analisar as intervenções do Governo Federal na gestão da crise e suas consequências aos profissionais de saúde. Trata-se de pesquisa de abordagem qualitativa do tipo documental. Foram identificadas normativas federais brasileiras alusivas ao trabalho e educação na saúde produzida durante a emergência pandêmica da COVID-19, publicadas no período de 28 de janeiro a 2 de junho de 2020. Do total de 845 documentos encontrados, 62 foram selecionados segundo os critérios de inclusão, os quais foram submetidos à Análise de Conteúdo Temática. Os resultados e discussões foram agrupados em quatro categorias: gestão da força de trabalho, proteção da força de trabalho, capacitação da força de trabalho e relação academia-força de trabalho. Observou-se a ausência de uma política federal coordenadora de ações orientadas à governança da força de trabalho em saúde para o enfrentamento da pandemia no Brasil. Esta lacuna colaborou decisivamente para a trágica situação epidemiológica ainda em curso, sobretudo em termos da exposição de trabalhadores de saúde ao risco de contaminação, revelada nos altíssimos índices de profissionais infectados ou mortos por COVID-19 no Brasil.",Força de trabalho; Profissionais da saúde; COVID-19; Pandemias; Políticas públicas,https://www.scielo.br/j/csc/a/NRLKdxfSJt9qmVXjGdJFXQj/?lang=en
inclusão digital,"ATIVIDADE FÍSICA PARA SAÚDE, COVID-19 E MÍDIAS SOCIAIS: O QUÊ, ONDE E POR QUÊ?","Este estudo concentra-se no uso de mídias sociais por professores de Educação Física (EF) para o ensino de atividade física para saúde durante a pandemia de covid-19. Com base na pesquisa apreciativa e utilizando uma metodologia de teoria fundamentada em dados (Grounded Theory), a análise de duas entrevistas e uma tarefa digital permitem apresentar três principais temas: (1) Mídias Sociais como Ferramenta de Ensino; (2) Um Legado Digital Duradouro?, e; (3) Desigualdade do Aprendizado Remoto. Esses temas destacam a urgência em utilizar mídias sociais quando os espaços físicos da EF foram removidos, o reconhecimento de que o ensino poderia ser diferente no futuro e os desafios inerentes aos espaços digitais. Em conclusão: (1) defendemos a efetiva formação inicial e continuada de professores e no uso positivo de tecnologias digitais; (2) sugerimos que atividades on-line futuras incorporadas ao aprendizado, e; (3) exigir aos governos ações para nivelar as desigualdades tecnológicas. ",Educação Física; Saúde; Inclusão Digital; Tecnologia Digital,https://www.scielo.br/j/mov/a/djwsMRCPTM8f3BxBxXz6mcJ/?lang=pt
inclusão digital,Mudando o ritmo das aulas de alemão como língua adicional por meio de músicas e mídias digitais,"O presente artigo tem o objetivo de discutir e descrever estratégias didáticas durante a realização de um projeto de música em uma disciplina de língua alemã como língua adicional (LA) em contexto universitário. Tendo em vista a importância da inclusão de Tecnologias de Informação e Comunicação (TICs) no ensino de LAs, bem como da promoção do pensamento crítico-reflexivo, focado nos interesses e necessidades da(o)s aluna(o)s de Letras, o projeto de música foi realizado na plataforma Kahoot. Concluímos que as atividades contribuíram para o processo de ensino e aprendizagem em língua alemã, assim como para uma participação mais ativa e crítica por parte da(o)s estudantes.",alemão como língua adicional; música no ensino de línguas adicionais; ensino com mídias digitais,https://www.scielo.br/j/pg/a/hX5BZtSGRDQZ8v8Wt4t4wbg/?lang=pt
inclusão digital,Eu quero entrar na rede: análise de uma experiência de inclusão digital com usuários do Caps,"As transformações ocorridas mundialmente, nos padrões de interrelações sociais pela ampliação do acesso à internet, colocam a inclusão digital como uma estratégia potente no processo de desinstitucionalização do sujeito em sofrimento psíquico. O objetivo deste artigo foi apresentar e analisar uma experiência de inclusão digital que envolveu dez usuários do Centro de Atenção Psicossocial Carlos Augusto da Silva Magal, em Manguinhos, na cidade do Rio de Janeiro. As atividades desenvolvidas foram fruto de decisões tomadas coletivamente a partir da troca de experiência e opiniões entre todos os participantes. Os usuários foram protagonistas na construção do blog Libertando a Mente que se transformou em um ambiente de articulação e espaço de fala para esses usuários, favorecendo a desconstrução de preconceitos. Essa experiência de inclusão digital promoveu a interlocução das vivências dos usuários com seus familiares, moradores do território e com a sociedade. A apropriação das Novas Tecnologias de Informação e Comunicação atuou como instrumento facilitador de autonomia e visibilidade dos usuários envolvidos no projeto. Desse modo, pode ser considerada uma importante ferramenta a ser incorporada no cuidado pautado pela desinstitucionalização, diretriz estruturante da Reforma Psiquiátrica Brasileira.",Internet; Inclusão digital; Saúde mental; Serviços de saúde mental; Pesquisa participativa baseada na comunidade,https://www.scielo.br/j/sdeb/a/N6kBMkqhqckvLxwWDWydHPj/?lang=pt
inclusão digital,Palmas para o E-Dinheiro! A Evolução Digital de uma Moeda Social Local,"Este caso de ensino aborda a digitalização da moeda social local Palmas, emitida desde o início dos anos 2000 em papel-moeda pelo Banco Palmas, para um novo modelo híbrido de mobile payments e mobile money, denominado E-Dinheiro. Trata-se de um empreendimento de desenvolvimento social e de inclusão financeira com amplo reconhecimento nacional e internacional. Ao contar a história do banco comunitário e algumas de suas iniciativas, pretende-se demonstrar o processo de inovação em uma fintech social, abordando questões de governança, gestão de plataformas, aspectos tecnológicos, modelos e estratégia de negócio. Entretanto, com a propagação do seu modelo de negócio para outros bancos comunitários, novos desafios se colocam para o crescimento e a perenidade do empreendimento.",moeda social; banco comunitário; pagamentos móveis; inclusão financeira; tecnologia de informação,https://www.scielo.br/j/rac/a/n3TkXYtmk8kqRBXvrdxSp9c/?lang=pt
inclusão digital,Infodemia de covid-19 em idosos com acesso a mídias digitais: fatores associados a alterações psicopatológicas,"Analisar o perfil sociodemográfico e repercussões da infodemia de covid-19 nas alterações psicopatológicas em idosos com acesso a mídias digitais. Estudo transversal por web-based survey na população acima de 60 anos que utiliza mídias digitais. A análise descritiva contemplou variáveis sociodemográficas e relacionadas à exposição a informações sobre covid-19; analisou-se um conjunto de sinais e sintomas de alterações psicopatológicas devido a essa exposição. Os dados foram analisados pelos testes Mann-Whitney, Kruskal-Wallis e coeficiente de correlação de Spearman. ",Idoso; Covid-19; Internet e Acesso à Informação; Redes Sociais; Pandemia por Covid-19,https://www.scielo.br/j/rbgg/a/jWz4BxhVw5jkpXzSd6pwkVs/?lang=pt#
inclusão digital,Mudando o ritmo das aulas de alemão como língua adicional por meio de músicas e mídias digitais,"O presente artigo tem o objetivo de discutir e descrever estratégias didáticas durante a realização de um projeto de música em uma disciplina de língua alemã como língua adicional (LA) em contexto universitário. Tendo em vista a importância da inclusão de Tecnologias de Informação e Comunicação (TICs) no ensino de LAs, bem como da promoção do pensamento crítico-reflexivo, focado nos interesses e necessidades da(o)s aluna(o)s de Letras, o projeto de música foi realizado na plataforma Kahoot. Concluímos que as atividades contribuíram para o processo de ensino e aprendizagem em língua alemã, assim como para uma participação mais ativa e crítica por parte da(o)s estudantes.",alemão como língua adicional; música no ensino de línguas adicionais; ensino com mídias digitais,https://www.scielo.br/j/pg/a/hX5BZtSGRDQZ8v8Wt4t4wbg/?lang=ptt
inclusão digital,Eu quero entrar na rede: análise de uma experiência de inclusão digital com usuários do Caps,"As transformações ocorridas mundialmente, nos padrões de interrelações sociais pela ampliação do acesso à internet, colocam a inclusão digital como uma estratégia potente no processo de desinstitucionalização do sujeito em sofrimento psíquico. O objetivo deste artigo foi apresentar e analisar uma experiência de inclusão digital que envolveu dez usuários do Centro de Atenção Psicossocial Carlos Augusto da Silva Magal, em Manguinhos, na cidade do Rio de Janeiro. As atividades desenvolvidas foram fruto de decisões tomadas coletivamente a partir da troca de experiência e opiniões entre todos os participantes. Os usuários foram protagonistas na construção do blog Libertando a Mente que se transformou em um ambiente de articulação e espaço de fala para esses usuários, favorecendo a desconstrução de preconceitos. Essa experiência de inclusão digital promoveu a interlocução das vivências dos usuários com seus familiares, moradores do território e com a sociedade. A apropriação das Novas Tecnologias de Informação e Comunicação atuou como instrumento facilitador de autonomia e visibilidade dos usuários envolvidos no projeto. Desse modo, pode ser considerada uma importante ferramenta a ser incorporada no cuidado pautado pela desinstitucionalização, diretriz estruturante da Reforma Psiquiátrica Brasileira.",Internet; Inclusão digital; Saúde mental; Serviços de saúde mental; Pesquisa participativa baseada na comunidade,https://www.scielo.br/j/sdeb/a/N6kBMkqhqckvLxwWDWydHPj/?lang=pt
inclusão digital,Desafios das Fake News com Idosos durante Infodemia sobre Covid-19: Experiência de Estudantes de Medicina,"A pandemia do novo coronavírus trouxe consigo uma infodemia, ou seja, um excesso de informações, que, em populações com baixa análise crítica e falta de conhecimento técnico-científico, pode gerar e disseminar fake news. No Brasil, esses déficits são encontrados frequentemente nos idosos, que representam 13% da população, e na maior parte dos analfabetos absolutos e funcionais, o que os torna tanto vítimas quanto propagadores. Foi realizada uma atividade multicêntrica baseada no projeto-piloto da Faculdade Evangélica Mackenzie do Paraná que promoveu educação em saúde para a população idosa por meio de redes sociais e comunicação on-line. Assim, os estudantes de Medicina ficaram disponíveis para esclarecer dúvidas e mitos relacionados à Covid-19 e enviar materiais informativos. Doze instituições de ensino superior da Região Sul do Brasil replicaram o projeto de 4 de julho a 6 de agosto de 2020, com o objetivo de combater às fake news e estimular a criação de canais de comunicação confiáveis com essa população. A inclusão digital do idoso é algo recente, e a proporção daqueles que são usuários da internet vem crescendo no país. Entretanto, ainda há baixa interpretação crítica de informações, dificuldade de acompanhar o fluxo de notícias e pouca habilidade com ferramentas da internet. Nesse sentido, dar protagonismo a essa população digitalmente invisibilizada e permitir a ampliação do conhecimento médico geriátrico durante a pandemia, por meio do contato de acadêmicos com as demandas dos idosos, é uma forma efetiva de possibilitar um entendimento maior acerca das vulnerabilidades e necessidades do público geriátrico no que tange à educação em saúde. ",Inclusão Digital; Geriatria; Acesso à Informação; Populações Vulneráveis; Coronavírus,https://www.scielo.br/j/rbem/a/SsxfTkKXqDFKnvgWTSCTZtN/?lang=pt
inclusão digital,Inserção digital e desigualdades na demanda por cultura no Brasil,"Este artigo analisa a evolução da concentração dos gastos culturais nas Regiões Metropolitanas (RMs) brasileiras, com base nas Pesquisas de Orçamentos Familiares dos períodos 2002-2003 e 2008-2009. Pretende-se entender as alterações nas práticas de consumo na primeira década dos anos 2000 diante das mudanças tecnológicas recentes, com enfoque na evolução da desigualdade entre e dentro das RMs brasileiras. Para tanto, apresenta-se uma análise dos itens relacionados com o aumento (redução) da concentração dos gastos dentro do domicílio com cultura, através da decomposição do coeﬁciente de Gini segundo os diferentes itens de despesas culturais. Os principais resultados foram: aumento signiﬁcativo no consumo de novas tecnologias de comunicação; aumento da concentração dos gastos fora do domicílio; intensidade da concentração semelhante entre as RMs, enquanto dentro das RMs a renda e a educação são os principais fatores que inﬂuenciam a propensão a consumir.",inclusão digital; gastos com cultura; desconcentração; classes de renda; gastos domiciliares; Regiões Metropolitanas,https://www.scielo.br/j/neco/a/CGH35CjVFStZ8bf9mRs7NXf/?lang=pt
inclusão digital,"Inclusão educacional, digital e social de mulheres no interior da Paraíba: uma experiência na UFPB","Este artigo discute questões de acesso à educação superior e inclusão digital de mulheres. Os sujeitos são alunas de três cursos de licenciatura na modalidade a distância ofertados pela Universidade Federal da Paraíba (UFPB) Virtual: Letras, Pedagogia e Ciências Agrárias. A pesquisa foi qualitativa e exploratória, focada em perspectiva de gênero, com abordagens documental e empírica. O método empregado consistiu na análise textual discursiva de material composto de vários tipos de narrativas. No marco teórico, utilizaram-se obras de Cecília Castaño, Fúlvia Rosemberg, Rena M. Palloff e Keith Pratt, entre outras. As narrativas coletadas e analisadas indicam que algumas mulheres têm, simultaneamente, acesso ao ensino superior e às tecnologias de informação e comunicação (TIC), por meio da educação a distância (EaD), o que propicia a recriação de suas identidades e seu empoderamento. A EaD pode ser, então, uma porta de inclusão, contribuindo para a diminuição da brecha digital de gênero. ",educação superior; educação à distância; gênero; inclusão,https://www.scielo.br/j/rbeped/a/8fKQNpb3htkp7MvMgSkyjwn/?lang=pt
